Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Support_Tickets_Last_Year,Churned,Payment_Method,Age_Group
CUST0625,15,57.68,865.26,One_Year,DSL,2,No,Mailed_Check,51+
CUST0626,27,88.34,2385.28,Month-to-Month,Fiber_Optic,4,No,Electronic,51+
CUST0627,16,27.22,435.54,One_Year,None,5,Yes,Mailed_Check,51+
CUST0628,22,33.94,746.75,One_Year,None,5,Yes,Bank_Transfer,51+
CUST0629,57,28.23,1608.89,Month-to-Month,None,5,Yes,Credit_Card,51+
CUST0630,22,46.25,1017.56,Month-to-Month,DSL,4,No,Electronic,51+
CUST0631,68,97.78,6649.12,Month-to-Month,Fiber_Optic,6,No,Mailed_Check,36-50
CUST0632,53,60.28,3195.01,One_Year,DSL,2,No,Bank_Transfer,51+
CUST0633,16,93.21,1491.38,Month-to-Month,Fiber_Optic,0,No,Bank_Transfer,18-25
CUST0634,4,45.17,180.67,Month-to-Month,DSL,4,Yes,Bank_Transfer,26-35
CUST0635,47,75.6,3553.04,Month-to-Month,DSL,0,Yes,Mailed_Check,36-50
CUST0636,50,22.52,1125.96,Month-to-Month,None,7,No,Electronic,36-50
CUST0637,66,115.58,7628.48,Month-to-Month,Fiber_Optic,5,No,Mailed_Check,51+
CUST0638,42,85.74,3600.9,Month-to-Month,Fiber_Optic,7,Yes,Mailed_Check,51+
CUST0639,34,73.98,2515.25,Month-to-Month,DSL,8,Yes,Electronic,26-35
CUST0640,10,58.61,586.13,Month-to-Month,DSL,8,Yes,Mailed_Check,51+
CUST0641,24,97.06,2329.34,Month-to-Month,Fiber_Optic,3,Yes,Mailed_Check,36-50
CUST0642,28,82.02,2296.47,Two_Year,Fiber_Optic,4,Yes,Bank_Transfer,51+
CUST0643,14,83.6,1170.33,Month-to-Month,Fiber_Optic,1,No,Mailed_Check,51+
CUST0644,22,108.59,2388.95,Month-to-Month,Fiber_Optic,3,Yes,Credit_Card,18-25
CUST0645,20,52.32,1046.31,Two_Year,DSL,3,No,Bank_Transfer,36-50
CUST0646,68,21.63,1471.07,Month-to-Month,None,4,Yes,Bank_Transfer,26-35
CUST0647,14,109.15,1528.12,Month-to-Month,Fiber_Optic,0,Yes,Mailed_Check,51+
CUST0648,5,73.26,366.3,Two_Year,DSL,1,No,Credit_Card,36-50
CUST0649,31,25.98,805.25,One_Year,None,0,No,Credit_Card,36-50
CUST0650,13,101.61,1320.96,Month-to-Month,Fiber_Optic,7,No,Bank_Transfer,18-25
CUST0651,66,112.49,7424.36,One_Year,Fiber_Optic,5,No,Credit_Card,36-50
CUST0652,39,29.6,1154.44,Month-to-Month,None,6,No,Credit_Card,36-50
CUST0653,46,82.63,3801.09,One_Year,Fiber_Optic,3,No,Bank_Transfer,26-35
CUST0654,70,56.11,3927.57,Month-to-Month,DSL,3,No,Credit_Card,36-50
CUST0655,20,33.33,666.65,Month-to-Month,None,3,No,Credit_Card,36-50
CUST0656,52,83.7,4352.4,Month-to-Month,Fiber_Optic,8,Yes,Electronic,26-35
CUST0657,26,100.94,2624.51,Month-to-Month,Fiber_Optic,2,Yes,Electronic,51+
CUST0658,12,36.65,439.78,One_Year,None,2,No,Bank_Transfer,26-35
CUST0659,43,112.8,4850.52,Month-to-Month,Fiber_Optic,5,Yes,Mailed_Check,26-35
CUST0660,72,64.55,4647.28,One_Year,DSL,0,No,Mailed_Check,36-50
CUST0661,25,38.15,953.87,Month-to-Month,None,3,No,Mailed_Check,26-35
CUST0662,13,38.23,496.95,Month-to-Month,None,4,No,Mailed_Check,26-35
CUST0663,7,105.12,735.87,Month-to-Month,Fiber_Optic,0,Yes,Bank_Transfer,51+
CUST0664,28,35.8,1002.41,Two_Year,None,1,No,Electronic,26-35
CUST0665,14,53.57,750.01,Two_Year,DSL,3,No,Mailed_Check,51+
CUST0666,51,94.19,4803.65,Two_Year,Fiber_Optic,7,Yes,Bank_Transfer,36-50
CUST0667,64,105.93,6779.48,One_Year,Fiber_Optic,5,No,Mailed_Check,36-50
CUST0668,7,87.91,615.34,One_Year,Fiber_Optic,8,Yes,Mailed_Check,26-35
CUST0669,60,45.07,2704.38,Two_Year,DSL,4,Yes,Electronic,51+
CUST0670,50,88.6,4429.83,Month-to-Month,Fiber_Optic,6,No,Bank_Transfer,51+
CUST0671,43,25.91,1114.1,Month-to-Month,None,3,No,Mailed_Check,18-25
CUST0672,37,45.74,1692.33,Month-to-Month,DSL,3,Yes,Credit_Card,26-35
CUST0673,66,30.05,1983.29,One_Year,None,5,No,Mailed_Check,51+
CUST0674,58,47.81,2772.86,One_Year,DSL,0,No,Mailed_Check,18-25
CUST0675,30,98.78,2963.42,Month-to-Month,Fiber_Optic,1,No,Electronic,26-35
CUST0676,9,104.72,942.46,Two_Year,Fiber_Optic,6,No,Credit_Card,36-50
CUST0677,52,22.64,1177.47,Month-to-Month,None,1,Yes,Credit_Card,26-35
CUST0678,37,38.05,1407.78,Month-to-Month,None,5,No,Credit_Card,36-50
CUST0679,68,36.53,2483.82,Month-to-Month,None,1,Yes,Electronic,51+
CUST0680,57,32.63,1859.86,One_Year,None,8,Yes,Bank_Transfer,51+
CUST0681,49,32.1,1572.99,Two_Year,None,2,No,Electronic,26-35
CUST0682,59,35.75,2109.54,Month-to-Month,None,4,Yes,Bank_Transfer,26-35
CUST0683,10,40.49,404.94,Month-to-Month,DSL,2,Yes,Bank_Transfer,36-50
CUST0684,67,37.1,2485.44,Month-to-Month,None,2,Yes,Bank_Transfer,26-35
CUST0685,16,21.24,339.85,Month-to-Month,None,7,Yes,Credit_Card,18-25
CUST0686,15,44.54,668.12,One_Year,DSL,6,No,Mailed_Check,18-25
CUST0687,10,65.82,658.23,Two_Year,DSL,0,No,Mailed_Check,51+
CUST0688,60,77.48,4648.63,Month-to-Month,DSL,8,Yes,Credit_Card,26-35
CUST0689,69,42.36,2923.13,Month-to-Month,DSL,5,No,Mailed_Check,26-35
CUST0690,51,91.44,4663.24,Month-to-Month,Fiber_Optic,8,Yes,Credit_Card,36-50
CUST0691,67,40.89,2739.55,Month-to-Month,DSL,8,No,Mailed_Check,51+
CUST0692,25,27.86,696.57,Two_Year,None,4,Yes,Mailed_Check,36-50
CUST0693,47,101.88,4788.23,Month-to-Month,Fiber_Optic,1,No,Bank_Transfer,18-25
CUST0694,35,65.9,2306.44,Month-to-Month,DSL,2,Yes,Mailed_Check,26-35
CUST0695,65,48.99,3184.11,Two_Year,DSL,8,Yes,Bank_Transfer,26-35
CUST0696,60,87.79,5267.46,Month-to-Month,Fiber_Optic,6,Yes,Bank_Transfer,51+
CUST0697,26,47.25,1228.47,Two_Year,DSL,4,No,Bank_Transfer,36-50
CUST0698,54,96.11,5189.92,Month-to-Month,Fiber_Optic,6,Yes,Credit_Card,51+
CUST0699,26,45.32,1178.33,One_Year,DSL,6,No,Electronic,18-25
